spotify_id,pais_codigo,fecha_snapshot,ranking_diario,movimiento_diario,movimiento_semanal
6Qyc6fS4DsZjB2mRW9DsQs,IE,2024-11-11,32,-1,15
6MzofobZt2dm0Kf1hTThFz,IE,2024-11-11,33,-5,-4
3AJwUDP919kvQ9QcozQPxg,IE,2024-11-11,34,5,0
3dj4wgM3cPeuLwMNHDuBon,IE,2024-11-11,35,1,4
3nHuKdFJZm78CoeBnDcFKe,IE,2024-11-11,36,1,14
0bYg9bo50gSsH3LtXe2SQn,IE,2024-11-11,37,13,6
51eSHglvG1RJXtL3qI5trr,IE,2024-11-11,38,-5,-8
5JiU3gLHz9AvUnrhXgOmos,IE,2024-11-11,39,-1,11
06qMRF18gwbOYYbnP2du6i,IE,2024-11-11,40,10,10
5iJKGpnFfvbjZJeAtwXfCj,IE,2024-11-11,41,-1,5
59NraMJsLaMCVtwXTSia8i,IE,2024-11-11,42,-1,-6
21B4gaTWnTkuSh77iWEXdS,IE,2024-11-11,43,0,-6
0IsIY8pfu1yaGkPUD7pkDx,IE,2024-11-11,44,1,1
6me7F0aaZjwDo6RJ5MrfBD,IE,2024-11-11,45,-1,5
2uXlHCUbq9OMUwx3hrk06o,IE,2024-11-11,46,3,-15
5RKQ5NdjSh2QzD4MaunT91,IE,2024-11-11,47,3,2
4nVBt6MZDDP6tRVdQTgxJg,IE,2024-11-11,48,0,-10
1QoyuMHNBe7lg3YW4Qtll4,IE,2024-11-11,49,-7,-23
1XBYiRV30ykHw5f4wm6qEn,IE,2024-11-11,50,-3,0
2plbrEY59IikOBgBGLjaoe,ID,2024-11-11,1,0,1
7zOVh5fGpEwSbZd0g9z80B,ID,2024-11-11,2,0,1
5vNRhkKd0yEAg8suGBpjeY,ID,2024-11-11,3,0,-2
0PtJbtW50jcvvswNPn3QGd,ID,2024-11-11,4,0,0
7BgFlmOxrL7M1jVGoxqy37,ID,2024-11-11,5,0,0
2gcMYiZzzmzoF8PPAfL3IO,ID,2024-11-11,6,0,0
6wj06az0WX7fClA2w319dO,ID,2024-11-11,7,0,1
0daEJMXc3b4ZMTnvtHpuTt,ID,2024-11-11,8,1,1
6cChz3Pak7UtjuVJJRZmCm,ID,2024-11-11,9,1,1
5MIpcd16T59wFeqAChSYwC,ID,2024-11-11,10,2,1
70Wtp9jCA3ZhGAxV0pnwS7,ID,2024-11-11,11,-3,1
1ZPVEo8RfmrEz8YAD5n6rW,ID,2024-11-11,12,1,1
3FwQ3RYYEekzjEeL3jdpUZ,ID,2024-11-11,13,1,4
2JqsSFo6HqOxnmxBtHfNY6,ID,2024-11-11,14,-3,-7
6dOtVTDdiauQNBQEDOtlAB,ID,2024-11-11,15,0,-1
4GUphFvzqaCHPDkS2VDn2I,ID,2024-11-11,16,1,11
0UFYW8XaNvO6K8yZLMHPkB,ID,2024-11-11,17,-1,1
5KYUrBgdbIcqwaGSIgfXPl,ID,2024-11-11,18,0,-2
1csKczcJqOSdK8JriLMpDW,ID,2024-11-11,19,3,3
25M9piWxSsq0xLcjQW5yz6,ID,2024-11-11,20,-1,0
6xeqCawPZngDVqw2W2aGaR,ID,2024-11-11,21,3,10
26cvTWJq2E1QqN4jyH2OTU,ID,2024-11-11,22,3,1
630DpnzdfjdVqv2yLfPbAX,ID,2024-11-11,23,-3,3
0pmyq5KBXP3agRdxl1SZXx,ID,2024-11-11,24,4,5
5NmjnghJGJRFg34KGGx8O0,ID,2024-11-11,25,2,-1
6Hii26x3qDErVitnGW8QtO,ID,2024-11-11,26,-5,-11
2wAiFWjRupWmnDkQcu91MF,ID,2024-11-11,27,-4,-8
5eBk8ZXcd0pb0AO4a5PpOg,ID,2024-11-11,28,-2,-7
6AyBbSvcR2ZwTeR30I4jb9,ID,2024-11-11,29,1,6
6i9Ci0IN1q1GcnhdbKU7kZ,ID,2024-11-11,30,2,3
6Npkwd5gv61SR6QZbTyNf9,ID,2024-11-11,31,0,3
6zrnrcry6OHVFo3EDt6PYa,ID,2024-11-11,32,3,4
5l3jhWIfRg1FeKgw7R1jWb,ID,2024-11-11,33,0,-3
4GfK1qOF3uBWidbPlTCQRL,ID,2024-11-11,34,-5,6
2dIBMHByUGcNPzmYBJ6OAj,ID,2024-11-11,35,-1,7
3aClK9EBpl7QeYEuOq1eMI,ID,2024-11-11,36,1,2
1mruWrUwAVe2XkksUQiaHK,ID,2024-11-11,37,-1,0
5bY4g7cLyasuuhthJ7Mdlh,ID,2024-11-11,38,1,-6
6XKEElbr3cWmnUw6a5HRBV,ID,2024-11-11,39,-1,0
4Gmkqn3V7IMTkOmmiX7cbb,ID,2024-11-11,40,5,10
2sD709AK9zRN6SKUmDhGEa,ID,2024-11-11,41,8,7
3y8RcMPYG22fRnrOi4oFJ1,ID,2024-11-11,42,5,-17
0qjuyXWrksQxIRntqz9ZJV,ID,2024-11-11,43,5,2
6mQLN3zRtAp6ovjusyYKrV,ID,2024-11-11,44,-3,6
1AoBdDIOp6RFjAbzcPbWi8,ID,2024-11-11,45,-2,4
32Pdf9eyXDEMoClEJW6yYP,ID,2024-11-11,46,-2,0
4xmSDYn5n9Gu6mH6FSJDhf,ID,2024-11-11,47,-7,-4
3yDRcs0Y4pPzkvMbUfeF9H,ID,2024-11-11,48,-6,-7
0fiKmieZ6xzoolzNOC3Fxi,ID,2024-11-11,49,1,-2
