"spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"3coRPMnFg2dJcPu5RMloa9","Whiplash","aespa","5","1","45","TW","2024-11-11","79","False","183226","Whiplash - The 5th Mini Album","2024-10-21","0.863","0.9","10","-2.974","0","0.0448","0.0953","0.0212","0.0786","0.748","126.023","4"
"0PBTlQ84CBJF0tBnKGmQa6","FRI(END)S","V","6","-1","-1","TW","2024-11-11","86","False","148082","FRI(END)S","2024-03-15","0.466","0.601","8","-4.468","1","0.053","0.0315","0.0","0.0927","0.627","53.376","4"
"2CspwnypzT7rcWI9RfsoSb","Mantra","JENNIE","7","0","-1","TW","2024-11-11","89","True","136627","Mantra","2024-10-10","0.894","0.725","10","-4.984","0","0.0432","0.00434","1.15e-05","0.0815","0.838","116.988","4"
"2plbrEY59IikOBgBGLjaoe","Die With A Smile","Lady Gaga, Bruno Mars","8","0","-1","TW","2024-11-11","99","False","251667","Die With A Smile","2024-08-16","0.521","0.592","6","-7.777","0","0.0304","0.308","0.0","0.122","0.535","157.969","3"
"5sjnkOfTLCLNfkkchI2re2","UP - KARINA Solo","aespa","9","1","-1","TW","2024-11-11","82","False","166640","SYNK : PARALLEL LINE - Special Digital Single","2024-10-09","0.777","0.781","6","-4.479","0","0.043","0.0137","2.77e-06","0.0466","0.382","98.97","4"
"30slz6D2PtbwDimGJaEVsH","運轉人生 - 影集《華麗計程車行》插曲","邱軍","10","1","1","TW","2024-11-11","63","False","208274","情歌手","2024-02-23","0.532","0.579","0","-5.021","1","0.03","0.466","0.0","0.323","0.362","131.92","3"
"0cOMncRq4cmDLO4tPQnkBF","擱淺","Jay Chou","11","5","39","TW","2024-11-11","63","False","238133","七里香","2004-08-03","0.499","0.5","5","-7.189","1","0.0276","0.687","0.000726","0.141","0.127","122.686","4"
"6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","Billie Eilish","12","1","3","TW","2024-11-11","97","False","210373","HIT ME HARD AND SOFT","2024-05-17","0.747","0.507","2","-10.171","1","0.0358","0.2","0.0608","0.117","0.438","104.978","4"
"1NoDTQhJsrd5rnpb6PQthK","離開的一路上","理想混蛋","13","1","4","TW","2024-11-11","64","False","254961","半熟理想","2023-10-27","0.597","0.506","2","-8.05","1","0.0267","0.0611","0.0","0.119","0.322","126.026","4"
"21LtZQQMQYwVIxc9O9Ygq8","Cherish (My Love)","ILLIT","14","-2","-4","TW","2024-11-11","69","False","176854","Cherish (My Love) (Remixes)","2024-10-28","0.714","0.821","4","-3.835","1","0.065","0.236","0.0","0.164","0.303","142.97","4"
"5h1BN75CEh8wdSwE1xrbSe","Slow Dancing","V","15","-6","-3","TW","2024-11-11","78","False","187026","Layover","2023-09-08","0.579","0.63","8","-7.758","1","0.058","0.257","0.00462","0.0986","0.552","155.96","4"
"2Ti4DCTo6Ag7QvaYex8A8B","Run Away","TZUYU","16","1","6","TW","2024-11-11","72","False","198320","abouTZU","2024-09-06","0.761","0.892","5","-2.588","1","0.0717","0.0244","0.0","0.123","0.592","129.984","4"
"4XsJiRJQAK8TWcZCn0Dxlh","POWER","G-DRAGON","17","-2","-3","TW","2024-11-11","72","False","143242","POWER","2024-10-31","0.607","0.857","2","-3.287","1","0.301","0.164","0.0","0.211","0.732","179.749","4"
"6GyUt7yJ0sOktc5HjvVnFh","在加納共和國離婚","Firdhaus, DIOR 大穎","18","0","7","TW","2024-11-11","66","False","261000","在加納共和國離婚","2023-08-14","0.415","0.381","7","-9.731","1","0.0516","0.859","0.0","0.129","0.241","116.053","4"
"1aKvZDoLGkNMxoRYgkckZG","Magnetic","ILLIT","19","1","-1","TW","2024-11-11","83","False","160688","SUPER REAL ME","2024-03-25","0.797","0.668","6","-5.819","1","0.0687","0.257","0.0","0.0876","0.69","131.067","4"
"2Qcbspnftnon37jibwyvMU","I'll Be There","Jin","20","3","-7","TW","2024-11-11","88","False","181677","I'll Be There","2024-10-25","0.538","0.738","10","-2.412","1","0.0445","0.0351","0.0","0.0898","0.736","148.887","4"
"5lKnZbdGCBViitE1Ce5TZh","Supernova","aespa","21","-2","29","TW","2024-11-11","72","False","178880","Armageddon - The 1st Album","2024-05-26","0.744","0.747","11","-4.281","0","0.0824","0.00691","2.03e-06","0.0739","0.368","120.077","4"
"6aJn7Cst74cj4lNIiPRgav","Touch","KATSEYE","22","0","4","TW","2024-11-11","85","False","129882","Touch","2024-07-26","0.739","0.904","5","-2.655","0","0.0442","0.549","1.03e-05","0.0948","0.788","167.033","4"
"6b6KXDbDn0s0Jepxm8a3nr","FOREVER","BABYMONSTER","23","-2","-2","TW","2024-11-11","66","False","212734","DRIP","2024-11-01","0.835","0.703","0","-4.368","1","0.0528","0.103","0.0","0.133","0.661","129.995","4"
"580BvW3DyUNoYFgQgoD2GI","Hold On","高爾宣 OSN, Patrick Brasca","24","1","0","TW","2024-11-11","62","False","180121","Hold On","2024-06-14","0.592","0.671","9","-5.054","1","0.0393","0.0152","0.0","0.318","0.207","76.037","4"
"2ASWo8MTESnHQhJhpMSPbF","能遇見，就很不錯了","Firdhaus","25","1","3","TW","2024-11-11","66","False","229655","能遇見，就很不錯了","2024-06-30","0.473","0.223","7","-9.585","1","0.0329","0.856","0.0","0.107","0.367","115.865","4"
"5pIcwtJYNJx93l420oR2Vm","晴天","Jay Chou","26","4","24","TW","2024-11-11","63","False","269746","葉惠美","2003-07-29","0.544","0.564","7","-7.275","1","0.0242","0.225","0.000833","0.101","0.412","137.136","4"
"3yDRcs0Y4pPzkvMbUfeF9H","Moonlit Floor (Kiss Me)","LISA","27","-3","-8","TW","2024-11-11","90","False","155757","Moonlit Floor (Kiss Me)","2024-10-03","0.733","0.786","5","-3.951","0","0.112","0.128","0.0","0.31","0.672","109.954","4"
"5HVq8nS0pbM6G7YK8M7DY4","愛情的大壞蛋","Amazing Show","28","-1","-1","TW","2024-11-11","60","False","187266","Amazing Show同名專輯","2024-09-30","0.381","0.844","1","-4.236","0","0.053","0.00263","0.0","0.203","0.492","167.9","4"
"2DbDefRFJ5YOfXCKOeCJJh","Igloo","KISS OF LIFE","29","0","21","TW","2024-11-11","77","False","131786","Lose Yourself","2024-10-15","0.916","0.609","11","-4.457","0","0.217","0.168","0.0","0.0906","0.873","139.912","4"
"4b2fMv44GAYpsDSK4ihbsI","Armageddon","aespa","30","-2","20","TW","2024-11-11","71","False","196466","Armageddon - The 1st Album","2024-05-26","0.695","0.789","9","-2.05","1","0.0671","0.0651","1.39e-06","0.168","0.469","91.991","4"
"4kmr3vOJq52QS7WUh3aRyc","這麼多年","陳華","31","1","19","TW","2024-11-11","24","False","252000","在極度愛你的日子裡","2024-11-08","0.515","0.416","3","-7.548","1","0.0292","0.845","0.0","0.154","0.207","129.752","4"
"2VEt42QSQxILgEf9B50xxm","不是因為天氣晴朗才愛你","理想混蛋","32","2","-3","TW","2024-11-11","62","False","240753","不是因為天氣晴朗才愛你","2018-08-06","0.507","0.271","8","-13.185","1","0.0347","0.753","1.23e-06","0.0883","0.399","135.783","4"
"1AtFSBJibfaqfiOByQCwZ5","Small girl (feat. D.O.)","Lee Young Ji, D.O.","33","0","4","TW","2024-11-11","72","False","189706","16 Fantasy","2024-06-21","0.77","0.597","1","-4.901","1","0.223","0.53","0.0","0.239","0.875","170.022","4"
"2HRqTpkrJO5ggZyyK6NPWz","Espresso","Sabrina Carpenter","34","3","-1","TW","2024-11-11","88","True","175459","Short n' Sweet","2024-08-23","0.699","0.776","0","-5.282","1","0.0293","0.131","5.36e-06","0.205","0.708","103.963","4"
"4gxEY3Mh5FZZDAJAKPNrCS","CRAZY","LE SSERAFIM","35","-4","-3","TW","2024-11-11","80","False","164554","CRAZY (Party Remixes 1)","2024-09-02","0.802","0.899","11","-2.223","0","0.126","0.00953","0.000291","0.101","0.531","130.047","4"
"4JBZuPALOvU2PC8E7t02vY","如果爱忘了 - Live","Silence Wang, 單依純","36","-1","0","TW","2024-11-11","65","False","245394","如果爱忘了 (Live)","2024-02-27","0.27","0.464","1","-7.66","1","0.0351","0.76","0.0","0.113","0.146","137.148","4"
"1IS0WFyiVpwsATeSzjEvpI","浪流連","EggPlantEgg","37","-1","13","TW","2024-11-11","59","False","253723","我們以後要結婚","2019-09-03","0.536","0.503","0","-8.027","1","0.0407","0.376","1.2e-06","0.0769","0.155","123.594","4"
"3V2v19gDm4rmRkMwcgS4X2","有些","颜人中","38","1","1","TW","2024-11-11","64","False","229523","失眠症候群","2019-12-14","0.685","0.535","7","-7.53","1","0.0433","0.744","0.0","0.081","0.369","125.922","4"
"2HRgqmZQC0MC7GeNuDIXHN","Seven (feat. Latto) (Explicit Ver.)","Jung Kook, Latto","39","1","-5","TW","2024-11-11","84","True","183550","GOLDEN","2023-11-03","0.79","0.831","11","-4.185","1","0.044","0.312","0.0","0.0797","0.872","124.987","4"
"5AH31dDNgxCMGDdxubNNn4","NEL","Fuerza Regida","40","10","10","TW","2024-11-11","88","True","149073","PERO NO TE ENAMORES","2024-07-25","0.69","0.482","7","-6.335","0","0.2","0.523","0.0004","0.0728","0.356","100.029","4"
"1SS0WlKhJewviwEDZ6dWj0","SPOT!","ZICO, JENNIE","41","1","-1","TW","2024-11-11","78","False","167706","SPOT!","2024-04-26","0.875","0.782","5","-3.905","0","0.078","0.151","0.0","0.113","0.906","108.038","4"
"3I2OBA3kKdbDYzFAkDuc81","LOVE, MONEY, FAME (feat. DJ Khaled)","SEVENTEEN, DJ Khaled","42","-4","-12","TW","2024-11-11","60","False","186386","LOVE, MONEY, FAME (feat. DJ Khaled) (Timbaland Remix)","2024-11-01","0.87","0.703","7","-4.371","1","0.0514","0.0412","0.0","0.0617","0.789","100.017","4"
"7fAdinC2UTc0Y9GiKrkTtu","字字句句","卢卢快闭嘴","43","-2","-2","TW","2024-11-11","64","False","200000","字字句句","2022-12-29","0.488","0.452","2","-8.957","1","0.0456","0.732","0.0","0.108","0.368","138.072","4"
"5G2f63n7IPVPPjfNIGih7Q","Taste","Sabrina Carpenter","44","0","-2","TW","2024-11-11","94","False","157279","Short n' Sweet","2024-08-23","0.674","0.907","3","-4.086","1","0.064","0.101","0.0","0.297","0.721","112.964","4"
"294hRgOqnGW2BemqP8D35X","Klaxon","(G)I-DLE","45","0","2","TW","2024-11-11","70","False","175106","I SWAY","2024-07-08","0.89","0.886","11","-3.408","0","0.185","0.13","0.0","0.309","0.801","119.986","4"
"38tXZcL1gZRfbqfOG0VMTH","How Sweet","NewJeans","46","-3","0","TW","2024-11-11","78","False","219026","How Sweet","2024-05-24","0.803","0.895","1","-2.888","1","0.0623","0.0816","5.67e-06","0.154","0.757","124.994","4"
"0KKkJNfGyhkQ5aFogxQAPU","That's What I Like","Bruno Mars","47","3","3","TW","2024-11-11","87","False","206693","24K Magic","2016-11-17","0.853","0.56","1","-4.961","1","0.0406","0.013","0.0","0.0944","0.86","134.066","4"
"52yAKumXlqPjUsIBlmiMvo","說好不哭","Jay Chou, Ashin Chen","48","2","2","TW","2024-11-11","62","False","220693","最偉大的作品","2022-07-15","0.547","0.363","10","-11.214","1","0.0301","0.52","0.0","0.0784","0.38","75.986","4"
"57w29bSwdIZ6gr6xXOqwc1","七里香","Jay Chou","49","-3","1","TW","2024-11-11","61","False","297200","七里香","2004-08-03","0.481","0.585","0","-6.922","0","0.028","0.386","9.94e-05","0.243","0.457","142.185","4"
"1njlnn8ZKHI77Pe9szIONR","SHEESH","BABYMONSTER","50","-1","-12","TW","2024-11-11","79","False","170356","BABYMONS7ER","2024-04-01","0.774","0.728","2","-5.079","1","0.169","0.113","0.0","0.0473","0.461","140.041","4"
"1lNcnIU4jtqD69Qtfjh8EJ","Sana Güvenmiyorum - Dedub Sessions","Dedublüman, Aleyna Tilki","1","0","0","TR","2024-11-11","74","False","204833","Sana Güvenmiyorum (Dedub Sessions)","2024-11-01","0.378","0.666","11","-7.385","0","0.0283","0.0282","5.71e-05","0.456","0.525","89.909","4"
"7FfdTwI2i0b5PNeNvqtqCY","Italy Forma","Ati242","2","0","1","TR","2024-11-11","77","True","181346","Manifesto","2024-10-11","0.488","0.858","9","-5.768","0","0.398","0.16","0.0","0.295","0.673","98.02","4"
"1UIznGFIwNUKUza5kJ9f2G","Canın Beni Çekti","Melike Şahin","3","0","47","TR","2024-11-11","40","False","193621","AKKOR","2024-11-08","0.648","0.855","5","-6.211","0","0.0373","0.157","4.42e-05","0.343","0.895","100.015","4"
"0K791kh3oLkBD5KVWg1LJ8","CISTAK","Era7capone, Batuflex, Narco","4","0","0","TR","2024-11-11","76","True","136000","CISTAK","2024-09-13","0.828","0.699","9","-9.474","1","0.112","0.348","0.0","0.113","0.813","120.027","4"
"3ff93VTp2DBbNnDEsAW8Cm","SEVMEYİ DENEMEDİN","BLOK3","5","0","0","TR","2024-11-11","77","False","172900","OBSESIF","2024-09-13","0.744","0.439","1","-11.238","0","0.0336","0.384","3.09e-05","0.0847","0.529","100.027","4"
"2X4NUYZN0ylbM41ADKYv1X","GELME İSTEMEM","BLOK3","6","0","0","TR","2024-11-11","70","False","186562","GELME İSTEMEM","2024-11-01","0.716","0.312","6","-12.295","0","0.07","0.238","8.21e-06","0.125","0.145","95.979","4"
"5pEpvR03HbLxkBtK73EeJw","Değişmene Rağmen","Ati242","7","0","2","TR","2024-11-11","69","False","185786","Manifesto","2024-10-11","0.724","0.698","7","-6.607","0","0.0669","0.537","3.33e-06","0.417","0.559","96.962","4"
"2SVoUZdzxuDuxBdHSO73KF","Yasemen","Afra","8","0","-1","TR","2024-11-11","76","False","150909","Yasemen","2024-10-04","0.429","0.409","6","-12.433","0","0.0485","0.613","0.0","0.137","0.211","131.421","3"
"0osZ5jmtTtHJt8pPz6RL2N","İNTİHAR","Era7capone, NASTEISHA","9","4","8","TR","2024-11-11","70","False","128000","7EDI","2024-09-13","0.702","0.516","1","-10.6","0","0.411","0.35","0.0","0.107","0.148","90.015","4"
"38d47UiHhyu4wdbPYz0ZUB","Onlar Anlamaz Halden","Semicenk","10","0","0","TR","2024-11-11","75","False","174000","Geçiyor Zaman","2024-08-09","0.707","0.327","0","-17.176","0","0.0687","0.185","0.0148","0.155","0.181","90.025","4"
"57w7FOfLpXZ9GWlAooYrSK","Düşmez Kalkmaz","Canbay & Wolker","11","1","2","TR","2024-11-11","72","False","155689","Düşmez Kalkmaz","2024-08-23","0.773","0.756","11","-6.075","0","0.161","0.146","2.56e-06","0.355","0.69","116.001","4"
"1RI3YE0BqwN2Fd6Ej0gTqW","OF OF OF","ElMusto, Organize","12","3","3","TR","2024-11-11","73","False","144000","OF OF OF","2024-07-26","0.852","0.629","11","-10.833","0","0.264","0.153","0.0","0.0739","0.739","119.999","4"
"3ma4Ef3Bnl3UBOV4ShiMLX","Geçiyor Zaman","Semicenk","13","-4","-2","TR","2024-11-11","75","False","158571","Geçiyor Zaman","2024-08-09","0.629","0.729","7","-5.235","0","0.0379","0.431","7.75e-05","0.253","0.427","98.022","4"
"4E10qEzOmTIVmrg6Wz2RHj","Saygımdan","Bengü","14","0","4","TR","2024-11-11","70","False","271210","İkinci Hal","2014-10-17","0.725","0.661","5","-5.269","0","0.0343","0.283","0.0","0.225","0.618","127.974","4"
"5VykLQtjCYF6qFq59HbUg9","Sen Bilmezsin","Dedublüman","15","-4","-7","TR","2024-11-11","74","False","173307","Sen Bilmezsin","2024-03-15","0.532","0.566","10","-7.802","0","0.031","0.137","3.81e-05","0.161","0.378","130.005","4"
"4HuB9A0O1XwmwTVtTgODm8","25","Ati242","16","1","8","TR","2024-11-11","71","False","210044","25","2022-05-13","0.735","0.743","11","-8.21","0","0.153","0.318","0.0","0.131","0.414","120.031","4"
"28Aau4tlztDlgKJQXrWhZR","Önümüz Yaz","Simge","17","4","2","TR","2024-11-11","73","False","181518","Önümüz Yaz","2024-06-21","0.726","0.914","7","-4.226","1","0.0802","0.0758","0.0","0.54","0.839","108.02","4"
"0mSFwDtiAPPNwBOSFnI3G5","Bunca Yıl - Dedub Sessions","Dedublüman, Can Kazaz","18","0","-4","TR","2024-11-11","74","False","278082","Bunca Yıl (Dedub Sessions)","2024-09-20","0.291","0.661","11","-8.012","0","0.0512","0.0654","0.0","0.34","0.505","120.985","5"
"4v8LZr4pYJFo3lnB5BJBAc","Duydun Mu?","Yusuf Güney","19","31","-3","TR","2024-11-11","67","False","221159","Duydun Mu?","2020-03-06","0.644","0.789","10","-7.885","0","0.0336","0.633","7.37e-06","0.295","0.811","96.005","4"
"1kfXupjpLLLwSkzebqZT2X","Telefon","Ati242","20","-1","2","TR","2024-11-11","69","True","168542","Manifesto","2024-10-11","0.586","0.56","10","-8.932","1","0.285","0.178","1.77e-05","0.135","0.323","127.073","4"
"3Lpeu0zbUXY1WfoGy1vEuh","Kalbim Yanımda","Ati242","21","1","5","TR","2024-11-11","68","False","166736","Manifesto","2024-10-11","0.74","0.654","5","-7.675","0","0.134","0.226","0.0419","0.147","0.685","95.013","4"
"2ugG3itPOpM9IANApt473B","PİŞT","Era7capone","22","1","-1","TR","2024-11-11","70","True","128938","PİŞT","2024-10-04","0.85","0.618","0","-9.009","1","0.289","0.126","0.0","0.0808","0.776","120.041","4"
"6dQJfND64RJy6xJQMsc3ij","Düğün Dernek","Jeff Redd","23","5","0","TR","2024-11-11","71","False","121875","Düğün Dernek","2024-07-26","0.758","0.848","9","-5.247","1","0.0668","0.383","0.0","0.15","0.923","128.028","4"
"7JVUP1J9urt49OdiFbWGeZ","ESC*BAR","BLOK3","24","0","9","TR","2024-11-11","66","True","136039","OBSESIF","2024-09-13","0.789","0.54","5","-10.65","1","0.24","0.314","0.000176","0.103","0.554","100.974","4"
"36SKXwHlE1zYin3xwPRDnU","Tırnağın Kırılmasın","Emir Can İğrek","25","-5","-5","TR","2024-11-11","66","False","215172","Tırnağın Kırılmasın","2024-11-01","0.344","0.678","4","-10.027","0","0.0573","0.316","0.000217","0.662","0.675","173.891","4"
"4mwKj8jNSq8eTp3ylpcBAE","Beni Hatırla","Nazan Öncel","26","3","2","TR","2024-11-11","70","False","312000","Yan Yana Fotoğraf Çektirelim","2003-09-24","0.69","0.626","10","-8.398","0","0.0496","0.538","3.53e-05","0.164","0.608","84.011","4"
"1JcYQfCTP7qXC4F8AO0h9W","Kaptan","Ati242","27","3","5","TR","2024-11-11","68","False","191173","Manifesto","2024-10-11","0.775","0.833","4","-7.471","0","0.239","0.371","0.00357","0.11","0.56","102.971","4"
"0QuKutgaaa0Q1WUZEnrZ93","Sönen Sigaralar","Ati242","28","-1","7","TR","2024-11-11","71","True","211426","Manifesto","2024-10-11","0.683","0.605","5","-7.829","0","0.0336","0.0643","0.0848","0.151","0.61","125.077","4"
"5RZH849e1ZWa2qeVz6O3mK","Halbuki","Yalın","29","-3","-17","TR","2024-11-11","71","False","202325","Halbuki","2020-06-05","0.619","0.774","1","-8.762","0","0.0731","0.305","4.93e-06","0.118","0.42","165.969","4"
"1f9X5YDmXDxyIwhzB06JJd","Dale Don Dale","ElMusto","30","5","-3","TR","2024-11-11","72","False","118104","Dale Don Dale","2024-05-17","0.802","0.741","0","-3.413","1","0.0604","0.139","0.000182","0.0479","0.459","121.974","4"
"5XQ1eD5Esz1CzdjH9bzbzn","Ait Hissetmiyorum","Ati242","31","-6","-6","TR","2024-11-11","71","True","110000","Manifesto","2024-10-11","0.45","0.538","5","-11.754","0","0.152","0.705","6.48e-05","0.139","0.328","96.809","4"
"2CZzw0He9fzyi2FkBkn4Bk","Küle Dönmüşsün","Semicenk, Doğu Swag","32","0","-1","TR","2024-11-11","72","False","142973","Küle Dönmüşsün","2024-06-14","0.831","0.606","8","-4.84","0","0.0626","0.684","1.04e-06","0.0973","0.883","95.056","4"
"1TxvnXbTRmYwtlkFEn8Rpb","Uzaktan","Göksel","33","12","6","TR","2024-11-11","68","False","219872","Bende Bi' Aşk Var","2012-01-09","0.488","0.884","8","-4.716","0","0.0567","0.191","0.0","0.0806","0.808","183.889","4"
"300xFtOH49F80uB7BSAsEf","ÇÖZEMEZLER","Lvbel C5, AKDO","34","7","-4","TR","2024-11-11","70","False","130974","TEMPO","2024-08-08","0.779","0.504","2","-9.145","1","0.311","0.0492","3.82e-05","0.0707","0.523","66.905","4"
"3ZwRkdnTb4az8X5n4WXuHA","aklına ben gelicem","BLOK3","35","-4","-6","TR","2024-11-11","70","False","149406","aklına ben gelicem","2023-09-22","0.277","0.546","10","-10.798","0","0.062","0.148","0.0","0.244","0.217","199.957","4"
"6naElV4AFSUQfwb84K7TB4","Ortak","Melike Şahin","36","-3","14","TR","2024-11-11","40","False","205224","AKKOR","2024-11-08","0.602","0.581","1","-8.417","1","0.0262","0.0412","0.000331","0.288","0.536","105.062","4"
"1PiyTtoNn0m4kfJWLfjHny","Bertaraf","Canbay & Wolker, Heijan, Muti","37","-3","0","TR","2024-11-11","68","False","154298","SIR","2023-09-29","0.674","0.937","11","-5.738","0","0.0937","0.0163","0.00172","0.385","0.784","105.073","4"
"2j7M9A1Ko4LHi46sAmgLSF","Maybach","Ati242","38","-2","5","TR","2024-11-11","70","True","167893","Manifesto","2024-10-11","0.741","0.851","11","-4.469","0","0.306","0.214","0.0","0.234","0.415","140.059","4"
"4CDY8eGMrkQjyOTkvsXiq0","Aradan Çok Yıllar Geçti","Tuğçe Kandemir","39","1","2","TR","2024-11-11","72","False","170490","Aradan Çok Yıllar Geçti","2024-07-03","0.745","0.7","0","-4.863","0","0.095","0.116","0.000469","0.0837","0.57","86.003","4"
"1ppnRAPv8zJjrNy4TW5w7M","ILTIMAS X SUBMARINER","AKDO, Gülşen, Murat Boz, Lvbel C5","40","9","8","TR","2024-11-11","70","False","181874","ILTIMAS X SUBMARINER","2024-05-13","0.755","0.841","10","-5.885","0","0.163","0.104","0.0","0.109","0.723","128.069","4"
"6Abw6zEw0EbfFC6OJob4Ph","Naçar","Emre Fel","41","-3","-7","TR","2024-11-11","71","False","200423","Naçar","2024-09-13","0.564","0.722","6","-6.62","0","0.0324","0.46","0.212","0.313","0.734","149.789","4"
"6t18CcJVpnFAoWfcZxiZtk","Sakladığın Bir Şeyler Var","Dedublüman","42","2","8","TR","2024-11-11","68","False","196800","Sakladığın Bir Şeyler Var","2021-07-16","0.473","0.839","1","-7.837","0","0.0399","0.19","0.000253","0.0714","0.411","100.033","4"
"2up5kUpA2yQb5DtXE8B2WJ","Durma Yürüsene","Melike Şahin","43","-6","7","TR","2024-11-11","37","False","221842","AKKOR","2024-11-08","0.623","0.495","5","-6.805","0","0.0273","0.311","3.62e-05","0.146","0.391","117.087","5"
"4y3QBJf9E8yDJCEFbRK8xk","Yankı","Simge","44","6","6","TR","2024-11-11","68","False","265964","Yankı","2016-02-05","0.592","0.776","1","-6.46","1","0.0398","0.00674","4.39e-06","0.437","0.416","90.963","4"
"0JMJAump4huv3wtiNxRbTx","Intro","Ati242","45","-6","-1","TR","2024-11-11","69","True","104840","Manifesto","2024-10-11","0.624","0.436","11","-12.362","0","0.0555","0.869","0.0","0.226","0.792","114.979","4"
"4tMqaNjQxHsWpYORQ7renT","Neyleyim İstanbulu","Murat Dalkılıç","46","2","-1","TR","2024-11-11","67","False","262896","Bir Güzellik Yap","2012-05-09","0.285","0.799","1","-4.77","1","0.0864","0.181","3.47e-06","0.664","0.477","86.028","4"
"3blRKhNNedjdZFR0b9Wtxw","La La La","Jeff Redd","47","-1","3","TR","2024-11-11","67","False","139047","La La La","2024-08-23","0.773","0.545","9","-6.8","0","0.0361","0.294","2.85e-05","0.486","0.613","125.976","4"
"5Y5fFEqazjbtNAgbx9noTF","VURDUM TELLERİNE","M Lisa","48","-5","2","TR","2024-11-11","65","False","133500","MONA LISA","2024-09-27","0.664","0.528","7","-8.263","1","0.0308","0.655","0.0","0.152","0.48","80.044","4"
"5vNRhkKd0yEAg8suGBpjeY","APT.","ROSÉ, Bruno Mars","49","1","-3","TR","2024-11-11","97","False","169917","APT.","2024-10-18","0.777","0.783","0","-4.477","0","0.26","0.0283","0.0","0.355","0.939","149.027","4"
"0a56Y5XrlRQ0JYg6jse5QJ","Bir Karanfil","Emir Can İğrek","50","0","0","TR","2024-11-11","69","False","173750","Bir Karanfil","2024-06-07","0.572","0.559","5","-10.174","0","0.0302","0.0413","0.00559","0.234","0.29","95.957","4"
"7tI8dRuH2Yc6RuoTjxo4dU","Who","Jimin","1","2","1","TH","2024-11-11","92","False","170887","MUSE","2024-07-19","0.66","0.756","0","-3.743","0","0.032","0.00289","0.0","0.193","0.838","116.034","4"
"3yDRcs0Y4pPzkvMbUfeF9H","Moonlit Floor (Kiss Me)","LISA","2","0","-1","TH","2024-11-11","90","False","155757","Moonlit Floor (Kiss Me)","2024-10-03","0.733","0.786","5","-3.951","0","0.112","0.128","0.0","0.31","0.672","109.954","4"
"2N0SPREDYqILVEFSsWF5N5","Love Me Again","V","3","-2","0","TH","2024-11-11","86","False","182293","Layover","2023-08-11","0.633","0.607","0","-6.182","0","0.0532","0.183","1.38e-06","0.167","0.363","74.029","4"
"7Cnpb1vBbC46RgVyyKLH7p","Whiplash","aespa","4","46","4","TH","2024-11-11","69","False","183226","Whiplash - The 5th Mini Album","2024-10-21","0.862","0.902","10","-2.953","0","0.0449","0.0925","0.0191","0.0803","0.736","126.006","4"
"2KslE17cAJNHTsI2MI0jb2","Standing Next to You","Jung Kook","5","-1","-1","TH","2024-11-11","89","False","206019","GOLDEN","2023-11-03","0.711","0.809","2","-4.389","0","0.0955","0.0447","0.0","0.339","0.816","106.017","4"
"6BN3iFjclJ4teGlmB3fFvo","Yours Ever","Cocktail, Q Flure","6","-1","1","TH","2024-11-11","67","False","259380","Yours Ever","2024-08-29","0.614","0.883","3","-4.846","1","0.0284","0.0446","0.0","0.257","0.781","92.003","4"
"5vNRhkKd0yEAg8suGBpjeY","APT.","ROSÉ, Bruno Mars","7","-1","-2","TH","2024-11-11","97","False","169917","APT.","2024-10-18","0.777","0.783","0","-4.477","0","0.26","0.0283","0.0","0.355","0.939","149.027","4"
"2Qcbspnftnon37jibwyvMU","I'll Be There","Jin","8","-1","-2","TH","2024-11-11","88","False","181677","I'll Be There","2024-10-25","0.538","0.738","10","-2.412","1","0.0445","0.0351","0.0","0.0898","0.736","148.887","4"
"2plbrEY59IikOBgBGLjaoe","Die With A Smile","Lady Gaga, Bruno Mars","9","2","2","TH","2024-11-11","99","False","251667","Die With A Smile","2024-08-16","0.521","0.592","6","-7.777","0","0.0304","0.308","0.0","0.122","0.535","157.969","3"
"7ov3TDp5D00Rnu5R1viX4w","New Woman (feat. ROSALÍA)","LISA, ROSALÍA","10","3","0","TH","2024-11-11","86","False","179789","New Woman (feat. ROSALÍA)","2024-08-15","0.477","0.854","7","-4.715","1","0.275","0.0858","0.0","0.065","0.314","140.515","5"
"1MUZitHRpmng5NevrvNx4T","DRIP","BABYMONSTER","11","39","2","TH","2024-11-11","58","False","180845","DRIP","2024-11-01","0.862","0.687","6","-5.215","1","0.0702","0.065","0.0","0.0862","0.704","119.972","4"
"2CspwnypzT7rcWI9RfsoSb","Mantra","JENNIE","12","-2","-3","TH","2024-11-11","89","True","136627","Mantra","2024-10-10","0.894","0.725","10","-4.984","0","0.0432","0.00434","1.15e-05","0.0815","0.838","116.988","4"
"01qFKNWq73UfEslI0GvumE","3D (feat. Jack Harlow)","Jung Kook, Jack Harlow","13","-5","-1","TH","2024-11-11","78","True","201812","3D : The Remixes","2023-10-02","0.853","0.824","1","-3.287","1","0.103","0.0322","0.0","0.0859","0.888","108.044","4"
