"spotify_id","name","artists","daily_rank","daily_movement","weekly_movement","country","snapshot_date","popularity","is_explicit","duration_ms","album_name","album_release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"7hO6BIPeHb0Y5v9bgXoxKg","Sohlala Sisonke","Dlala Thukzin, Zeh McGeba, MK Productions","6","0","1","ZA","2024-11-11","60","False","327457","Finally Famous Too","2024-09-27","0.715","0.765","7","-7.837","0","0.0363","0.124","0.0824","0.0391","0.733","118.026","4"
"6COIIA7XjaExDj4fkCqaB9","Can't Get","Casswell P, Nobuhle","7","7","1","ZA","2024-11-11","59","False","293578","Can't Get","2024-09-13","0.832","0.605","8","-7.441","1","0.0434","0.0911","0.0652","0.0471","0.762","113.003","4"
"3jTedBPHIIr48xoJchYHNH","Chokeslem","Kharishma, Ba Bethe Gashoazen","8","4","1","ZA","2024-11-11","59","False","221254","Chokeslem","2024-05-24","0.817","0.841","5","-4.173","0","0.0382","0.118","0.000216","0.0772","0.336","125.989","4"
"0dI8174H04ATp4iEw0WkrT","Sthandwa Sam (feat. BelloM, Epic DJ, DJ Seneath & X-Morizo)","2Point1, BelloM, Epic DJ, DJ Seneath, X-Morizo","9","0","3","ZA","2024-11-11","53","False","380199","Sthandwa Sam (feat. BelloM, Epic DJ, DJ Seneath & X-Morizo)","2024-02-09","0.773","0.754","1","-7.588","0","0.0369","0.00723","0.0405","0.0191","0.528","112.997","4"
"0NLRYW9HyqHcbyzfAwskKN","Yebo Lapho (Gogo) (feat. DJ Maphorisa & Djy Biza)","Felo Le Tee, Scotts Maphuma, Thabza Tee, DJ Maphorisa, Djy Biza","10","0","-5","ZA","2024-11-11","63","False","424800","Yebo Lapho (Gogo) (feat. DJ Maphorisa & Djy Biza)","2024-07-03","0.831","0.933","1","-7.137","1","0.043","0.00132","0.0115","0.0577","0.608","113.0","4"
"7of6lpTmDwVshVQ7kcQxYo","Zase England","Blacko SA, Mellow & Sleazy, Scotts Maphuma","11","-4","-5","ZA","2024-11-11","61","False","369815","Zase England","2024-09-27","0.872","0.582","1","-11.882","1","0.0671","0.0417","0.0","0.0653","0.31","112.014","4"
"3H8XWGDteOl8nmUqeYrHw5","Uvalo","Usimamane, Sjava","12","-4","2","ZA","2024-11-11","61","False","324000","20th: Days Before Maud","2024-09-13","0.532","0.414","5","-7.992","0","0.0935","0.652","0.00264","0.114","0.0987","159.958","3"
"03el79rU07nAtJYgX1v62f","Mfazi Wephepha (feat. Big Zulu & Zee Nxumalo)","Wanitwa Mos, Nkosazana Daughter, Master KG, Big Zulu, Zee Nxumalo","13","0","-3","ZA","2024-11-11","52","False","291795","Makhelwane","2024-08-30","0.9","0.564","1","-7.92","1","0.0582","0.0451","0.0192","0.0531","0.516","113.006","4"
"1DyNpDv4M8qBTthYIAPvqW","Phuthuma","Cyfred, Scotts Maphuma","14","-9","-3","ZA","2024-11-11","58","False","323750","Phuthuma","2024-08-16","0.885","0.677","7","-9.004","0","0.0532","0.0921","0.0035","0.0825","0.393","112.994","4"
"6eyJuobFFGXLAOOkxrIdSV","All My Life","Mawelele, Kwesta","15","-4","3","ZA","2024-11-11","60","False","266526","All My Life","2024-08-30","0.69","0.401","8","-9.186","1","0.0493","0.749","0.000522","0.111","0.463","95.009","4"
"1gM44tVZ9pfUe9v35Stp31","Kwelanga 2.0 (feat. Tman Xpress & LeeMcKrazy)","Bassie, M-Touch, Ranger, Amaza, LeeMcKrazy, Tman Xpress","16","0","-3","ZA","2024-11-11","61","False","441894","Kwelanga","2024-06-07","0.79","0.662","10","-11.636","0","0.0495","0.0727","0.109","0.0261","0.678","113.006","4"
"0X5qaCnHN98ELiqincjJwg","MaDlamini (feat. Mellow & Sleazy)","DoouShii, Scotts Maphuma, Mellow & Sleazy","17","0","-2","ZA","2024-11-11","60","False","454503","MaDlamini (feat. Mellow & Sleazy)","2024-08-07","0.795","0.71","10","-9.251","0","0.0491","0.0554","0.114","0.129","0.579","111.997","4"
"0Xc5lXQ1Q1NxGyL7SSXnF9","Iza Mawala (feat. Dladla Mshunqisi & Goldmax)","Tycoon, Sly, Kabza De Small, Dladla Mshunqisi, Goldmax","18","0","-2","ZA","2024-11-11","56","False","395044","Iza Mawala (feat. Dladla Mshunqisi & Goldmax)","2024-10-18","0.837","0.675","10","-15.098","0","0.0592","0.0117","0.814","0.0746","0.472","113.008","4"
"4QFMdUKVMmKgH6masoIVNr","Abo Nokthula (feat. The Exclusive SA, Scotts Maphuma, Kabelo Sings, Bontle Smith, 2woshort & Stompiiey)","TNK MusiQ, LeeMcKrazy, Seun1401, The Exclusive SA, Scotts Maphuma, Kabelo Sings, Bontle Smith, 2woshort, Stompiiey","19","0","9","ZA","2024-11-11","42","False","368577","Ask & Receive 2","2024-11-01","0.943","0.539","5","-8.398","0","0.0632","0.0512","0.00351","0.041","0.45","112.008","4"
"4zZxynw8cwhCRlDl9pay2f","Diqabang","Khathapillar, Sol Phenduka, Smash SA, Kamoh Xaba","20","0","1","ZA","2024-11-11","58","False","402890","Diqabang","2024-05-20","0.711","0.52","2","-11.103","0","0.0331","0.102","0.00152","0.13","0.363","111.993","4"
"7JbLSEDlRdoJaXk5ddZae2","Paris","Mthandeni SK, Lwah Ndlunkulu","21","4","-2","ZA","2024-11-11","57","False","257959","Paris","2023-08-09","0.619","0.903","1","-4.659","1","0.0693","0.0296","0.00199","0.19","0.964","154.639","4"
"0cnbEf12FLBWx9QnBlw1EL","Ama Gear","Dlala Thukzin, Funky Qla, Zee Nxumalo, MK Productions","22","1","-2","ZA","2024-11-11","59","False","425338","031 Studio Camp","2024-07-03","0.769","0.535","3","-13.9","0","0.0473","0.482","0.764","0.0787","0.534","118.008","4"
"2pdid5w8VxdgMmYlp7r17z","My Dululu","Mjolisi, Mnqobi yazo","23","1","-6","ZA","2024-11-11","57","False","295784","My Dululu","2024-09-04","0.713","0.58","5","-8.471","1","0.0418","0.552","0.0","0.0683","0.749","108.77","3"
"1AXW0WnNUceegJHGl3HWlJ","Rush Hour","Sminofu","24","-9","26","ZA","2024-11-11","42","False","271305","Rush Hour","2024-11-08","0.721","0.937","10","-4.87","0","0.112","0.142","0.000371","0.0561","0.804","159.973","4"
"6dOtVTDdiauQNBQEDOtlAB","BIRDS OF A FEATHER","Billie Eilish","25","-3","4","ZA","2024-11-11","97","False","210373","HIT ME HARD AND SOFT","2024-05-17","0.747","0.507","2","-10.171","1","0.0358","0.2","0.0608","0.117","0.438","104.978","4"
"3mWu4sw2LsmNX4UBfhrvC1","eGoli (feat. Eltee & Novatron)","CowBoii, Mellow & Sleazy, Scotts Maphuma, Eltee, Novatron","26","3","-4","ZA","2024-11-11","59","False","414319","eGoli (feat. Eltee & Novatron)","2024-07-29","0.888","0.403","5","-10.949","0","0.142","0.0524","0.00106","0.042","0.597","112.009","4"
"3bqCtq5RcPzULlyqkFGVJ7","Ngathi Nguye","Umafikizolo, Umashotana","27","3","-4","ZA","2024-11-11","57","False","383425","Ngathi Nguye","2024-06-01","0.571","0.722","7","-9.79","1","0.0468","0.132","0.143","0.627","0.726","77.0","4"
"1KpHX3zexEHvYTw0dSyfgF","Xola","Msongi, Cici, Sir Trill, Dot Mega","28","-1","-4","ZA","2024-11-11","58","False","428543","Xola","2024-03-15","0.848","0.699","4","-10.771","0","0.0567","0.0567","0.000728","0.138","0.503","111.999","4"
"1S1K6RxkEkm9a9op800QEk","Nhliziyo Yami","Q Twins, Blaq Major","29","8","6","ZA","2024-11-11","55","False","246183","Nhliziyo Yami","2024-08-16","0.881","0.474","0","-7.675","1","0.0483","0.0176","0.0348","0.0678","0.576","114.001","4"
"5DqA8IUhk1DQSGmf6XOVrI","Wadibusa (feat. Royal MusiQ, OHP Sage, & Pcee)","Uncle Waffles, Royal MusiQ, OHP Sage, Pcee","30","2","-3","ZA","2024-11-11","63","False","285034","Wadibusa (feat. Royal MusiQ, OHP Sage, & Pcee)","2024-04-17","0.845","0.584","1","-7.627","1","0.0477","0.00141","0.0595","0.0661","0.4","111.978","4"
"20QQlFhbWCkMJ6WhC4G2X8","Bashimane","Officixl Rsa, Danny Shades","31","5","-6","ZA","2024-11-11","56","True","377996","Bashimane","2024-09-27","0.573","0.468","8","-10.444","1","0.138","0.0005","0.000278","0.0462","0.621","149.07","5"
"3QaPy1KgI7nu9FJEQUgn6h","WILDFLOWER","Billie Eilish","32","3","14","ZA","2024-11-11","92","False","261466","HIT ME HARD AND SOFT","2024-05-17","0.467","0.247","6","-12.002","0","0.0431","0.612","0.000271","0.17","0.126","148.101","4"
"2plbrEY59IikOBgBGLjaoe","Die With A Smile","Lady Gaga, Bruno Mars","33","0","10","ZA","2024-11-11","99","False","251667","Die With A Smile","2024-08-16","0.521","0.592","6","-7.777","0","0.0304","0.308","0.0","0.122","0.535","157.969","3"
"79r4mAwHBAB1x5QnImlUM6","Ncono Siyeke","Mshinwemali, Shenge wasehlalankosi","34","-6","-2","ZA","2024-11-11","54","False","299363","Ncono Siyeke","2024-09-10","0.455","0.799","2","-8.831","1","0.0359","0.384","0.0","0.575","0.868","99.729","3"
"6Kijtp0DB6VwcoJIw7PJ9W","Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush)","Kabza De Small, Mthunzi, DJ Maphorisa, Young Stunna, Sizwe Alakine, Umthakathi Kush","35","8","-2","ZA","2024-11-11","59","False","351200","Isimo","2023-10-27","0.806","0.767","6","-9.686","0","0.112","0.179","0.00126","0.182","0.795","113.001","4"
"4QpVAEqq1gKIyUlEVLobAn","Ndisize (Radio Edit)","Caiiro, Ami Faku","36","14","14","ZA","2024-11-11","51","False","220763","Caiiro","2024-07-05","0.719","0.702","5","-8.038","1","0.0409","0.00849","0.0909","0.138","0.425","116.986","4"
"3Aw4XtR8BopVdvJ1dGnevM","Amabhoza","Aymos, Mas Musiq, MaWhoo","37","13","-3","ZA","2024-11-11","45","False","402896","Impilo","2024-08-30","0.805","0.627","11","-9.023","1","0.0651","0.0172","0.00418","0.11","0.731","112.006","4"
"0UCv4K0MMGf7OLKAcKYFwR","Pabi Jo (feat. Lajere man & DJ DADAMAN)","Pabi Cooper, Focalistic, Thebuu, Lajere man, DJ DADAMAN","38","10","9","ZA","2024-11-11","51","False","352081","Pabi Jo (feat. Lajere man & DJ DADAMAN)","2024-10-04","0.849","0.642","10","-9.304","0","0.054","0.0647","0.0174","0.137","0.663","112.012","4"
"3E1PwVodPiDbBHOI85CO9M","Ebasini (feat. Tman Xpress, Visca, Ceeka RSA, Sjavasdadeejayj & Al Xapo)","Tyler ICU, LeeMcKrazy, Tman Xpress, Visca, Ceeka RSA, Sjavasdadeejayj, Al xapo","39","6","-8","ZA","2024-11-11","59","False","407804","Ebasini (feat. Tman Xpress, Visca, Ceeka RSA, Sjavasdadeejayj & Al Xapo)","2024-02-23","0.831","0.556","7","-6.794","1","0.0523","0.0527","0.0425","0.025","0.478","113.009","4"
"2HiHffF7XArCZDDn5VNUGM","Selimathunzi","DJ Stokie, Zee_nhle, Sobzeen, Faith Strings","40","6","1","ZA","2024-11-11","56","False","551579","Immortal","2024-07-11","0.726","0.786","11","-11.253","0","0.0449","0.013","0.258","0.0896","0.292","112.005","4"
"0nW9PrcihaknNnldmEx08O","Amalanga (feat. TO Starquality, Chley & Kabza De Small)","Mas Musiq, Lawd Weezy, DJ Maphorisa, TO Starquality, Chley, Kabza De Small","41","0","-11","ZA","2024-11-11","59","False","385747","Lane Yam","2024-09-13","0.904","0.54","5","-14.726","0","0.0627","0.0282","0.042","0.0972","0.36","112.009","4"
"2Oe52Ggx8lxxI55azZbr5h","Amazwe (feat. Mawhoo)","Kabza De Small, Mthunzi, MaWhoo","42","5","-16","ZA","2024-11-11","57","False","463036","Isimo","2023-10-27","0.806","0.682","10","-9.961","0","0.0537","0.0159","0.00185","0.0548","0.582","112.992","4"
"40zr1pQlSaIWUYyR8APyy2","Uhambe Wrongo (feat. Mr. Maker)","Bandros, Kelvin Momo, Smash SA, Mr. Maker","43","7","-3","ZA","2024-11-11","57","False","368699","Uhambe Wrongo (feat. Mr. Maker)","2024-03-29","0.823","0.626","0","-12.512","1","0.0586","0.0962","0.796","0.161","0.313","112.012","4"
